Item Id	Item Name	Price	Sales	Shop Name	Commission Rate	Commission	Product Link	Offer Link
10000000001	Acesse a Shopee por intermédio do nosso Link de Afiliado 		1	a	1	1	colecao	https://s.shopee.com.br/5VPQAX9acB
10000000002	Conheça Nossa Seleção de Produtos do Mercado Livre		1	a	1	1	colecao	https://mercadolivre.com/sec/24D3RGC
10000000003	Acesse a Amazon por intermédio do nosso Link de Afiliado 		1	a	1	1	coleção	https://amzn.to/47dhhOz
20597994614	Colar medalha personalizada Foto gravação a laser Família Amor Avó Pai Mãe Namorado Casal		3mil+	Zephyra Joias Personalizadas	36%	R$12,15	https://shopee.com.br/product/757377509/20597994614	https://s.shopee.com.br/60Ndy509OI
58253648094	Berço dobrável portátil Mochila Bolsa Bolsa Maternidade Vira Berço Multifunção Organização Térmica e Impermeável		0	Duda & Silva	7%	R$9,58	https://shopee.com.br/product/1416519945/58253648094	https://s.shopee.com.br/5AoZXgdO6f
23293909383	Bolsa Térmica De Grande Capacidade De Alta Qualidade Adequada Para Viagens De Piquenique Na Praia		60mil+	Moda Monkey Store	10%	R$2,49	https://shopee.com.br/product/1384073074/23293909383	https://s.shopee.com.br/70GB9uwLMW
23593093649	Cooler Multifuncional Super Térmica 32 Litros Casa Praia Camping Viagens Multiuso		906	UP House Outlet	13%	R$16,89	https://shopee.com.br/product/980152381/23593093649	https://s.shopee.com.br/7AZbMDvi1Z
58256791130	Comedouro e Bebedouro Mais Dog Automático Premium Pet Para Cães e Gatos 2em1		791	FIVE PETSHOP	19%	R$10,81	https://shopee.com.br/product/837456058/58256791130	https://s.shopee.com.br/6fdKlIxc2U
58200866202	Porta Sabão Líquido Ou Organizador de Talheres Giratorio Organização da Pia		3mil+	webhomevariedades	13%	R$3,51	https://shopee.com.br/product/1501927241/58200866202	https://s.shopee.com.br/6pwkxbwyhX
21599717117	Omeleteira Agratto Mr Cheff Inox Redonda 127v / 220v		10mil+	QueroObra	13%	R$13,00	https://shopee.com.br/product/563110312/21599717117	https://s.shopee.com.br/7fVrx8to0i
23293870833	Mini Seladora Portátil  2 Em 1 Saco Plástico Embalagen Carregamento Usb Elétrica		40mil+	ATACAREJO STORE	18%	R$3,75	https://shopee.com.br/product/573895476/23293870833	https://s.shopee.com.br/7ppI9RtAfl
58207268511	Descascador elétrico automático, descascador de alho - adequado para uvas, tomates, alho e frutas (libera suas mãos).		425	NC SHOP..	11%	R$7,67	https://shopee.com.br/product/1415640710/58207268511	https://s.shopee.com.br/5VRPy9QnJL
